Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
Day  ,JD  ,JD_prcp  ,JD_snow  ,Month  ,State_id  ,Year  ,CPRC (in),CPRS (in),CSNW (in),PRCP (in),PRCP_flag  ,SNOW (in),SNOW_flag  ,SNWD (in),SNWD_flag  ,Season_prcp  ,Season_snow  ,TAVE (F),TMAX (F),TMAX_flag  ,TMIN (F),TMIN_flag   
2,184,276,337,7,'305801',2004,20.75,35.25,42.6,0.06,'  0',0,'  0',0,'  0','2003-04','2003-04',79,87,'  0',70,'  0' 
3,185,277,338,7,'305801',2004,20.75,35.25,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',75,83,'  0',67,'  0' 
4,186,278,339,7,'305801',2004,20.75,35.25,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',76,82,'  0',69,'  0' 
5,187,279,340,7,'305801',2004,21.55,36.05,42.6,0.8,'  0',0,'  0',0,'  0','2003-04','2003-04',78,86,'  0',70,'  0' 
6,188,280,341,7,'305801',2004,21.55,36.05,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',75,82,'  0',68,'  0' 
7,189,281,342,7,'305801',2004,21.55,36.05,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',76,84,'  0',67,'  0' 
8,190,282,343,7,'305801',2004,21.55,36.05,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',80,87,'  0',73,'  0' 
9,191,283,344,7,'305801',2004,21.55,36.05,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',73,78,'  0',68,'  0' 
10,192,284,345,7,'305801',2004,21.55,36.05,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',75,85,'  0',65,'  0' 
11,193,285,346,7,'305801',2004,21.55,36.05,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',78,86,'  0',69,'  0' 
12,194,286,347,7,'305801',2004,22.81,37.31,42.6,1.26,'  0',0,'  0',0,'  0','2003-04','2003-04',69,73,'  0',64,'  0' 
13,195,287,348,7,'305801',2004,23.76,38.26,42.6,0.95,'  0',0,'  0',0,'  0','2003-04','2003-04',66,69,'  0',63,'  0' 
14,196,288,349,7,'305801',2004,24.12,38.62,42.6,0.36,'  0',0,'  0',0,'  0','2003-04','2003-04',73,79,'  0',67,'  0' 
15,197,289,350,7,'305801',2004,24.12,38.62,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',73,79,'  0',67,'  0' 
16,198,290,351,7,'305801',2004,24.12,38.62,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',72,79,'  0',65,'  0' 
17,199,291,352,7,'305801',2004,24.12,38.62,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',77,84,'  0',69,'  0' 
18,200,292,353,7,'305801',2004,24.33,38.83,42.6,0.21,'  0',0,'  0',0,'  0','2003-04','2003-04',73,78,'  0',67,'  0' 
19,201,293,354,7,'305801',2004,24.45,38.95,42.6,0.12,'  0',0,'  0',0,'  0','2003-04','2003-04',74,79,'  0',68,'  0' 
20,202,294,355,7,'305801',2004,24.45,38.95,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',77,84,'  0',70,'  0' 
21,203,295,356,7,'305801',2004,24.45,38.95,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',79,87,'  0',71,'  0' 
22,204,296,357,7,'305801',2004,24.45,38.95,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',79,86,'  0',72,'  0' 
23,205,297,358,7,'305801',2004,26.77,41.27,42.6,2.32,'  0',0,'  0',0,'  0','2003-04','2003-04',75,79,'  0',71,'  0' 
24,206,298,359,7,'305801',2004,26.79,41.29,42.6,0.02,'  0',0,'  0',0,'  0','2003-04','2003-04',70,74,'  0',66,'  0' 
25,207,299,360,7,'305801',2004,26.79,41.29,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',71,75,'  0',67,'  0' 
26,208,300,361,7,'305801',2004,26.79,41.29,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',72,80,'  0',64,'  0' 
27,209,301,362,7,'305801',2004,28.15,42.65,42.6,1.36,'  0',0,'  0',0,'  0','2003-04','2003-04',70,71,'  0',68,'  0' 
28,210,302,363,7,'305801',2004,28.33,42.83,42.6,0.18,'  0',0,'  0',0,'  0','2003-04','2003-04',71,75,'  0',67,'  0' 
29,211,303,364,7,'305801',2004,28.33,42.83,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',75,84,'  0',66,'  0' 
30,212,304,365,7,'305801',2004,28.33,42.83,42.6,0,'T 0',0,'  0',0,'  0','2003-04','2003-04',78,85,'  0',71,'  0' 
31,213,305,366,7,'305801',2004,28.33,42.83,42.6,0,'  0',0,'  0',0,'  0','2003-04','2003-04',80,86,'  0',74,'  0' 
1,214,306,1,8,'305801',2004,28.58,43.08,0,0.25,'  0',0,'  0',0,'  0','2003-04','2004-05',78,82,'  0',73,'  0' 
2,215,307,2,8,'305801',2004,28.58,43.08,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',81,86,'  0',75,'  0' 
3,216,308,3,8,'305801',2004,28.58,43.08,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',79,84,'  0',74,'  0' 
4,217,309,4,8,'305801',2004,28.6,43.1,0,0.02,'  0',0,'  0',0,'  0','2003-04','2004-05',80,87,'  0',73,'  0' 
5,218,310,5,8,'305801',2004,28.6,43.1,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',72,77,'  0',67,'  0' 
6,219,311,6,8,'305801',2004,28.61,43.11,0,0.01,'  0',0,'  0',0,'  0','2003-04','2004-05',68,73,'  0',62,'  0' 
7,220,312,7,8,'305801',2004,28.61,43.11,0,0,'T 0',0,'  0',0,'  0','2003-04','2004-05',65,70,'  0',59,'  0' 
8,221,313,8,8,'305801',2004,28.61,43.11,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',68,78,'  0',58,'  0' 
9,222,314,9,8,'305801',2004,28.61,43.11,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',75,84,'  0',65,'  0' 
10,223,315,10,8,'305801',2004,28.61,43.11,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',78,84,'  0',71,'  0' 
11,224,316,11,8,'305801',2004,29.52,44.02,0,0.91,'  0',0,'  0',0,'  0','2003-04','2004-05',76,83,'  0',68,'  0' 
12,225,317,12,8,'305801',2004,29.52,44.02,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',76,82,'  0',70,'  0' 
13,226,318,13,8,'305801',2004,29.68,44.18,0,0.16,'  0',0,'  0',0,'  0','2003-04','2004-05',75,80,'  0',70,'  0' 
14,227,319,14,8,'305801',2004,29.9,44.4,0,0.22,'  0',0,'  0',0,'  0','2003-04','2004-05',73,77,'  0',68,'  0' 
15,228,320,15,8,'305801',2004,30.24,44.74,0,0.34,'  0',0,'  0',0,'  0','2003-04','2004-05',71,73,'  0',68,'  0' 
16,229,321,16,8,'305801',2004,30.7,45.2,0,0.46,'  0',0,'  0',0,'  0','2003-04','2004-05',68,71,'  0',64,'  0' 
17,230,322,17,8,'305801',2004,30.7,45.2,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',70,79,'  0',61,'  0' 
18,231,323,18,8,'305801',2004,30.7,45.2,0,0,'T 0',0,'  0',0,'  0','2003-04','2004-05',73,78,'  0',67,'  0' 
19,232,324,19,8,'305801',2004,30.7,45.2,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',78,83,'  0',72,'  0' 
20,233,325,20,8,'305801',2004,30.7,45.2,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',83,89,'  0',76,'  0' 
21,234,326,21,8,'305801',2004,31.26,45.76,0,0.56,'  0',0,'  0',0,'  0','2003-04','2004-05',74,83,'  0',64,'  0' 
22,235,327,22,8,'305801',2004,31.26,45.76,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',68,76,'  0',59,'  0' 
23,236,328,23,8,'305801',2004,31.26,45.76,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',73,82,'  0',63,'  0' 
24,237,329,24,8,'305801',2004,31.26,45.76,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',72,77,'  0',66,'  0' 
25,238,330,25,8,'305801',2004,31.26,45.76,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',71,78,'  0',64,'  0' 
26,239,331,26,8,'305801',2004,31.26,45.76,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',71,77,'  0',64,'  0' 
27,240,332,27,8,'305801',2004,31.26,45.76,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',77,83,'  0',70,'  0' 
28,241,333,28,8,'305801',2004,31.26,45.76,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',81,90,'  0',72,'  0' 
29,242,334,29,8,'305801',2004,31.26,45.76,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',81,87,'  0',74,'  0' 
30,243,335,30,8,'305801',2004,31.26,45.76,0,0,'T 0',0,'  0',0,'  0','2003-04','2004-05',80,85,'  0',74,'  0' 
31,244,336,31,8,'305801',2004,31.35,45.85,0,0.09,'  0',0,'  0',0,'  0','2003-04','2004-05',77,83,'  0',70,'  0' 
1,245,337,32,9,'305801',2004,31.35,45.85,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',73,81,'  0',64,'  0' 
2,246,338,33,9,'305801',2004,31.35,45.85,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',73,79,'  0',66,'  0' 
3,247,339,34,9,'305801',2004,31.35,45.85,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',73,80,'  0',65,'  0' 
4,248,340,35,9,'305801',2004,31.35,45.85,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',78,87,'  0',68,'  0' 
5,249,341,36,9,'305801',2004,31.35,45.85,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',70,75,'  0',64,'  0' 
6,250,342,37,9,'305801',2004,31.35,45.85,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',68,75,'  0',60,'  0' 
7,251,343,38,9,'305801',2004,31.42,45.92,0,0.07,'  0',0,'  0',0,'  0','2003-04','2004-05',74,81,'  0',66,'  0' 
8,252,344,39,9,'305801',2004,35.19,49.69,0,3.77,'  0',0,'  0',0,'  0','2003-04','2004-05',71,74,'  0',68,'  0' 
9,253,345,40,9,'305801',2004,35.6,50.1,0,0.41,'  0',0,'  0',0,'  0','2003-04','2004-05',75,81,'  0',68,'  0' 
10,254,346,41,9,'305801',2004,35.6,50.1,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',72,79,'  0',65,'  0' 
11,255,347,42,9,'305801',2004,35.6,50.1,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',67,72,'  0',62,'  0' 
12,256,348,43,9,'305801',2004,35.6,50.1,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',69,78,'  0',60,'  0' 
13,257,349,44,9,'305801',2004,35.6,50.1,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',75,84,'  0',65,'  0' 
14,258,350,45,9,'305801',2004,35.6,50.1,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',68,72,'  0',63,'  0' 
15,259,351,46,9,'305801',2004,35.79,50.29,0,0.19,'  0',0,'  0',0,'  0','2003-04','2004-05',67,71,'  0',62,'  0' 
16,260,352,47,9,'305801',2004,35.8,50.3,0,0.01,'  0',0,'  0',0,'  0','2003-04','2004-05',72,77,'  0',66,'  0' 
17,261,353,48,9,'305801',2004,35.91,50.41,0,0.11,'  0',0,'  0',0,'  0','2003-04','2004-05',73,77,'  0',69,'  0' 
18,262,354,49,9,'305801',2004,38.1,52.6,0,2.19,'  0',0,'  0',0,'  0','2003-04','2004-05',66,74,'  0',57,'  0' 
19,263,355,50,9,'305801',2004,38.1,52.6,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',59,65,'  0',52,'  0' 
20,264,356,51,9,'305801',2004,38.1,52.6,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',61,70,'  0',52,'  0' 
21,265,357,52,9,'305801',2004,38.1,52.6,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',69,80,'  0',58,'  0' 
22,266,358,53,9,'305801',2004,38.1,52.6,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',71,82,'  0',60,'  0' 
23,267,359,54,9,'305801',2004,38.1,52.6,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',74,81,'  0',66,'  0' 
24,268,360,55,9,'305801',2004,38.1,52.6,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',70,75,'  0',64,'  0' 
25,269,361,56,9,'305801',2004,38.1,52.6,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',68,75,'  0',61,'  0' 
26,270,362,57,9,'305801',2004,38.1,52.6,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',72,77,'  0',67,'  0' 
27,271,363,58,9,'305801',2004,38.1,52.6,0,0,'  0',0,'  0',0,'  0','2003-04','2004-05',69,75,'  0',62,'  0' 
28,272,364,59,9,'305801',2004,41.94,56.44,0,3.84,'  0',0,'  0',0,'  0','2003-04','2004-05',68,73,'  0',63,'  0' 
29,273,365,60,9,'305801',2004,42.76,57.26,0,0.82,'  0',0,'  0',0,'  0','2003-04','2004-05',62,65,'  0',59,'  0' 
30,274,366,61,9,'305801',2004,42.86,57.36,0,0.1,'  0',0,'  0',0,'  0','2003-04','2004-05',62,67,'  0',56,'  0' 
1,275,1,62,10,'305801',2004,42.86,0,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',63,72,'  0',54,'  0' 
2,276,2,63,10,'305801',2004,42.86,0,0,0,'T 0',0,'  0',0,'  0','2004-05','2004-05',64,68,'  0',60,'  0' 
3,277,3,64,10,'305801',2004,42.86,0,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',61,67,'  0',54,'  0' 
4,278,4,65,10,'305801',2004,42.86,0,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',62,70,'  0',54,'  0' 
5,279,5,66,10,'305801',2004,42.86,0,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',54,60,'  0',48,'  0' 
6,280,6,67,10,'305801',2004,42.86,0,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',55,63,'  0',46,'  0' 
7,281,7,68,10,'305801',2004,42.86,0,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',63,74,'  0',51,'  0' 
8,282,8,69,10,'305801',2004,42.86,0,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',66,75,'  0',57,'  0' 
9,283,9,70,10,'305801',2004,42.86,0,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',66,70,'  0',61,'  0' 
10,284,10,71,10,'305801',2004,42.86,0,0,0,'T 0',0,'  0',0,'  0','2004-05','2004-05',58,66,'  0',50,'  0' 
11,285,11,72,10,'305801',2004,42.86,0,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',54,60,'  0',48,'  0' 
12,286,12,73,10,'305801',2004,42.86,0,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',55,63,'  0',47,'  0' 
13,287,13,74,10,'305801',2004,42.86,0,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',58,68,'  0',47,'  0' 
14,288,14,75,10,'305801',2004,42.92,0.06,0,0.06,'  0',0,'  0',0,'  0','2004-05','2004-05',58,61,'  0',55,'  0' 
15,289,15,76,10,'305801',2004,43.16,0.3,0,0.24,'  0',0,'  0',0,'  0','2004-05','2004-05',58,63,'  0',53,'  0' 
16,290,16,77,10,'305801',2004,43.19,0.33,0,0.03,'  0',0,'  0',0,'  0','2004-05','2004-05',54,59,'  0',48,'  0' 
17,291,17,78,10,'305801',2004,43.19,0.33,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',49,54,'  0',44,'  0' 
18,292,18,79,10,'305801',2004,43.21,0.35,0,0.02,'  0',0,'  0',0,'  0','2004-05','2004-05',51,57,'  0',44,'  0' 
19,293,19,80,10,'305801',2004,43.91,1.05,0,0.7,'  0',0,'  0',0,'  0','2004-05','2004-05',50,51,'  0',48,'  0' 
20,294,20,81,10,'305801',2004,43.91,1.05,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',52,55,'  0',48,'  0' 
21,295,21,82,10,'305801',2004,43.91,1.05,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',51,54,'  0',47,'  0' 
22,296,22,83,10,'305801',2004,43.91,1.05,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',53,58,'  0',48,'  0' 
23,297,23,84,10,'305801',2004,43.91,1.05,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',49,53,'  0',44,'  0' 
24,298,24,85,10,'305801',2004,43.91,1.05,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',50,53,'  0',46,'  0' 
25,299,25,86,10,'305801',2004,43.91,1.05,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',51,55,'  0',46,'  0' 
26,300,26,87,10,'305801',2004,43.91,1.05,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',56,60,'  0',51,'  0' 
27,301,27,88,10,'305801',2004,43.91,1.05,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',55,61,'  0',48,'  0' 
28,302,28,89,10,'305801',2004,43.91,1.05,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',51,56,'  0',46,'  0' 
29,303,29,90,10,'305801',2004,43.91,1.05,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',53,58,'  0',47,'  0' 
30,304,30,91,10,'305801',2004,44.01,1.15,0,0.1,'  0',0,'  0',0,'  0','2004-05','2004-05',59,62,'  0',55,'  0' 
31,305,31,92,10,'305801',2004,44.01,1.15,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',65,71,'  0',58,'  0' 
1,306,32,93,11,'305801',2004,44.01,1.15,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',55,60,'  0',49,'  0' 
2,307,33,94,11,'305801',2004,44.01,1.15,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',53,60,'  0',46,'  0' 
3,308,34,95,11,'305801',2004,44.01,1.15,0,0,'T 0',0,'  0',0,'  0','2004-05','2004-05',52,59,'  0',44,'  0' 
4,309,35,96,11,'305801',2004,45.02,2.16,0,1.01,'  0',0,'  0',0,'  0','2004-05','2004-05',45,51,'  0',38,'  0' 
5,310,36,97,11,'305801',2004,45.03,2.17,0,0.01,'  0',0,'  0',0,'  0','2004-05','2004-05',50,54,'  0',45,'  0' 
6,311,37,98,11,'305801',2004,45.03,2.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',50,58,'  0',42,'  0' 
7,312,38,99,11,'305801',2004,45.03,2.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',59,68,'  0',49,'  0' 
8,313,39,100,11,'305801',2004,45.03,2.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',49,58,'  0',39,'  0' 
9,314,40,101,11,'305801',2004,45.03,2.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',37,42,'  0',32,'  0' 
10,315,41,102,11,'305801',2004,45.03,2.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',37,44,'  0',29,'  0' 
11,316,42,103,11,'305801',2004,45.03,2.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',50,57,'  0',42,'  0' 
12,317,43,104,11,'305801',2004,45.97,3.11,0,0.94,'  0',0,'  0',0,'  0','2004-05','2004-05',42,48,'  0',36,'  0' 
13,318,44,105,11,'305801',2004,46.11,3.25,0,0.14,'  0',0,'T 0',0,'  0','2004-05','2004-05',38,43,'  0',32,'  0' 
14,319,45,106,11,'305801',2004,46.11,3.25,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',39,49,'  0',29,'  0' 
15,320,46,107,11,'305801',2004,46.11,3.25,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',49,59,'  0',38,'  0' 
16,321,47,108,11,'305801',2004,46.11,3.25,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',51,58,'  0',44,'  0' 
17,322,48,109,11,'305801',2004,46.11,3.25,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',50,57,'  0',42,'  0' 
18,323,49,110,11,'305801',2004,46.11,3.25,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',52,57,'  0',46,'  0' 
19,324,50,111,11,'305801',2004,46.11,3.25,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',59,63,'  0',54,'  0' 
20,325,51,112,11,'305801',2004,46.47,3.61,0,0.36,'  0',0,'  0',0,'  0','2004-05','2004-05',50,54,'  0',45,'  0' 
21,326,52,113,11,'305801',2004,46.47,3.61,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',51,54,'  0',47,'  0' 
22,327,53,114,11,'305801',2004,46.48,3.62,0,0.01,'  0',0,'  0',0,'  0','2004-05','2004-05',53,55,'  0',50,'  0' 
23,328,54,115,11,'305801',2004,46.48,3.62,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',51,54,'  0',47,'  0' 
24,329,55,116,11,'305801',2004,46.88,4.02,0,0.4,'  0',0,'  0',0,'  0','2004-05','2004-05',56,60,'  0',51,'  0' 
25,330,56,117,11,'305801',2004,47.3,4.44,0,0.42,'  0',0,'  0',0,'  0','2004-05','2004-05',50,65,'  0',35,'  0' 
26,331,57,118,11,'305801',2004,47.3,4.44,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',39,45,'  0',32,'  0' 
27,332,58,119,11,'305801',2004,47.3,4.44,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',47,53,'  0',40,'  0' 
28,333,59,120,11,'305801',2004,48.22,5.36,0,0.92,'  0',0,'  0',0,'  0','2004-05','2004-05',52,59,'  0',45,'  0' 
29,334,60,121,11,'305801',2004,48.22,5.36,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',45,50,'  0',40,'  0' 
30,335,61,122,11,'305801',2004,48.22,5.36,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',44,50,'  0',38,'  0' 
1,336,62,123,12,'305801',2004,49.39,6.53,0,1.17,'  0',0,'  0',0,'  0','2004-05','2004-05',50,57,'  0',43,'  0' 
2,337,63,124,12,'305801',2004,49.39,6.53,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',43,46,'  0',39,'  0' 
3,338,64,125,12,'305801',2004,49.39,6.53,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',41,46,'  0',35,'  0' 
4,339,65,126,12,'305801',2004,49.39,6.53,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',37,43,'  0',31,'  0' 
5,340,66,127,12,'305801',2004,49.39,6.53,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',47,54,'  0',39,'  0' 
6,341,67,128,12,'305801',2004,49.67,6.81,0,0.28,'  0',0,'  0',0,'  0','2004-05','2004-05',38,41,'  0',35,'  0' 
7,342,68,129,12,'305801',2004,50.19,7.33,0,0.52,'  0',0,'  0',0,'  0','2004-05','2004-05',42,48,'  0',35,'  0' 
8,343,69,130,12,'305801',2004,50.3,7.44,0,0.11,'  0',0,'  0',0,'  0','2004-05','2004-05',53,59,'  0',46,'  0' 
9,344,70,131,12,'305801',2004,50.62,7.76,0,0.32,'  0',0,'  0',0,'  0','2004-05','2004-05',46,49,'  0',42,'  0' 
10,345,71,132,12,'305801',2004,51.03,8.17,0,0.41,'  0',0,'  0',0,'  0','2004-05','2004-05',46,47,'  0',45,'  0' 
11,346,72,133,12,'305801',2004,51.03,8.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',48,52,'  0',44,'  0' 
12,347,73,134,12,'305801',2004,51.03,8.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',44,46,'  0',41,'  0' 
13,348,74,135,12,'305801',2004,51.03,8.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',43,48,'  0',37,'  0' 
14,349,75,136,12,'305801',2004,51.03,8.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',33,38,'  0',27,'  0' 
15,350,76,137,12,'305801',2004,51.03,8.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',28,33,'  0',22,'  0' 
16,351,77,138,12,'305801',2004,51.03,8.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',36,44,'  0',28,'  0' 
17,352,78,139,12,'305801',2004,51.03,8.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',39,46,'  0',32,'  0' 
18,353,79,140,12,'305801',2004,51.03,8.17,0,0,'  0',0,'  0',0,'  0','2004-05','2004-05',37,43,'  0',30,'  0' 
19,354,80,141,12,'305801',2004,51.09,8.23,0.1,0.06,'  0',0.1,'  0',0,'  0','2004-05','2004-05',34,47,'  0',21,'  0' 
20,355,81,142,12,'305801',2004,51.16,8.3,0.6,0.07,'  0',0.5,'  0',0,'T 0','2004-05','2004-05',16,21,'  0',11,'  0' 
21,356,82,143,12,'305801',2004,51.16,8.3,0.6,0,'  0',0,'  0',0,'  0','2004-05','2004-05',25,37,'  0',12,'  0' 
22,357,83,144,12,'305801',2004,51.16,8.3,0.6,0,'  0',0,'  0',0,'  0','2004-05','2004-05',44,53,'  0',35,'  0' 
23,358,84,145,12,'305801',2004,51.81,8.95,0.6,0.65,'  0',0,'  0',0,'  0','2004-05','2004-05',50,59,'  0',41,'  0' 
24,359,85,146,12,'305801',2004,51.81,8.95,0.6,0,'  0',0,'  0',0,'  0','2004-05','2004-05',36,41,'  0',31,'  0' 
25,360,86,147,12,'305801',2004,51.81,8.95,0.6,0,'  0',0,'  0',0,'  0','2004-05','2004-05',29,33,'  0',25,'  0' 
26,361,87,148,12,'305801',2004,51.84,8.98,0.9,0.03,'  0',0.3,'  0',0,'  0','2004-05','2004-05',29,33,'  0',25,'  0' 
27,362,88,149,12,'305801',2004,51.92,9.06,2.7,0.08,'  0',1.8,'  0',2,'  0','2004-05','2004-05',24,29,'  0',19,'  0' 
28,363,89,150,12,'305801',2004,51.93,9.07,3,0.01,'  0',0.3,'  0',2,'  0','2004-05','2004-05',25,32,'  0',18,'  0' 
29,364,90,151,12,'305801',2004,51.93,9.07,3,0,'  0',0,'  0',0,'  0','2004-05','2004-05',39,47,'  0',31,'  0' 
30,365,91,152,12,'305801',2004,51.93,9.07,3,0,'  0',0,'  0',0,'  0','2004-05','2004-05',44,47,'  0',41,'  0' 
31,366,92,153,12,'305801',2004,51.93,9.07,3,0,'  0',0,'  0',0,'  0','2004-05','2004-05',49,56,'  0',42,'  0' 
1,1,93,154,1,'305801',2005,0,9.07,3,0,'  0',0,'  0',0,'  0','2004-05','2004-05',50,60,'  0',40,'  0' 
2,2,94,155,1,'305801',2005,0,9.07,3,0,'  0',0,'  0',0,'  0','2004-05','2004-05',44,50,'  0',37,'  0' 
3,3,95,156,1,'305801',2005,0.45,9.52,3,0.45,'  0',0,'  0',0,'  0','2004-05','2004-05',54,58,'  0',49,'  0' 
4,4,96,157,1,'305801',2005,0.51,9.58,3,0.06,'  0',0,'  0',0,'  0','2004-05','2004-05',49,51,'  0',46,'  0' 
5,5,97,158,1,'305801',2005,0.79,9.86,3,0.28,'  0',0,'T 0',0,'  0','2004-05','2004-05',41,46,'  0',35,'  0' 
6,6,98,159,1,'305801',2005,1.41,10.48,3,0.62,'  0',0,'  0',0,'  0','2004-05','2004-05',38,41,'  0',34,'  0' 
7,7,99,160,1,'305801',2005,1.41,10.48,3,0,'T 0',0,'T 0',0,'  0','2004-05','2004-05',39,42,'  0',36,'  0' 
8,8,100,161,1,'305801',2005,2,11.07,3,0.59,'  0',0,'T 0',0,'  0','2004-05','2004-05',38,41,'  0',35,'  0' 
